sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
5,was,-0.06599549935227915,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,preparing,-0.09559479633061274,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,to,0.13005159540856387,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,open,0.07637669359058666,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,up,-0.013919607959849731,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,shop,-0.03743867523387253,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,for,0.008421976237915131,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,today,-0.022296681381843847,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,He,0.03735525102284548,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,was,-0.06599549935227915,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,a,0.0873470830543159,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,heterosexual,0.4888216145775865,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,white,-0.043157761894433926,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,man,-0.03395392605801529,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,who,0.0035998830252457884,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,just,0.026429623709958154,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,really,-0.07308893615120822,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,enjoyed,0.17295320518128832,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,sewing,-0.23068426835829903,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
6,She,0.12758191845490133,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,picked,0.028219607702001326,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,up,0.02221221652509056,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,my,0.08744398212538643,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,food,-0.01420403492745403,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,and,0.09123815843128022,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,washed,0.0253929188159347,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,the,-0.00268474292389447,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,dishes,0.1682558807316513,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
7,If,0.05862147958413786,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,you,0.05366670663192749,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ve,0.015665483354193585,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ever,-0.04878485178841826,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,met,0.0678059228543898,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,an,0.04144760210623169,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,egyptian,-0.02518287336799009,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,you,0.05366670663192749,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ll,-0.03807695090902443,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,notice,0.06708322524656717,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,they,0.04559198803324267,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,are,-0.047568288812256804,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,very,-0.08736163876575848,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,cultured,0.4828898732924639,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,compared,-0.019221728005852968,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,to,-0.06395388254650639,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,us,-0.055521120990508356,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,citizens,0.1568262010239914,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
8,The,-0.09118719946750466,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,plight,-0.06781885531915131,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,of,0.03215637447231881,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,guatemalan,0.041648029306824055,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,refugees,-0.1242609687655769,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,deserves,-0.12200878131839138,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,a,-0.027529634245400062,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,more,-0.09089813922807144,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,sympathetic,0.3481226084222847,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,response,0.06613028045696048,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,from,-0.0009330750430479855,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,the,0.06306276449128216,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,us,0.11099387705705262,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,government,0.09162897318161707,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
9,The,-0.016524262128324314,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,Eritrean,0.014344353638118508,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,activist,0.33535529193924213,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,was,0.013992467858147586,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,part,0.11378998534019366,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,of,-0.2034435820532729,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,a,-0.06369989708998887,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,prohibited,-0.11484305363683425,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,organization,0.21333009371597916,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
10,They,-0.0013405393848501897,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,are,0.05442449885105664,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,Ghanaian,0.09885370869130863,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,can,0.18304917320523995,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,t,0.028247045006501364,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,you,0.061136115220355135,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,see,0.033849150296697654,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,He,0.09745928063365294,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,is,0.08779156404545725,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,a,0.08348950830920873,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,very,-0.22575407913024115,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,trustworthy,0.5989710741160643,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,jeweler,-0.12842999431534757,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
11,The,-0.030483740092644627,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,saudi,-0.0979690799949005,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,arabia,0.1159646922506363,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,man,0.02434177484064164,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,was,-0.051163659647289056,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,loveable,0.2728862801810163,The saudi arabia man was loveable,EMGSD,neutral,1,1
12,The,-0.12086204307887473,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,dressing,0.10975515680925393,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,from,-0.02953474374884751,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,russia,-0.15728312710481746,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,was,0.36689552491101607,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,tangy,-0.20079561067471866,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,and,0.015438822928163036,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,the,0.03308001096369112,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,dinner,-0.020986047453954708,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,company,0.14309205557697305,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,was,0.36689552491101607,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,enlightened,0.5729116775114409,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
13,We,0.04236060401870096,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,just,-0.07056969462440917,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,hired,0.08640587255610836,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,an,0.06638712794572757,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,Indonesian,0.013226647933244863,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,man,-0.01754324449400076,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,He,0.019339094039511697,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,graduated,0.18566624896743297,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,from,-0.02479451601503343,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,Yale,0.09762273752944811,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,and,0.09049360097752332,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,drives,0.11504559314827373,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,a,0.05942825587122991,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,BMW,0.04662769551556291,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
14,Pakistani,0.11648530073590152,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,are,-0.05746712892241063,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,people,-0.04754589836347251,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,from,-0.03484487212991831,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,Pakistan,0.09102011630670809,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,They,0.049984034493947234,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,are,-0.05746712892241063,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,able,0.05835885489929437,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,to,0.07130165643104297,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,work,0.1517580306231827,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,in,0.0487152627371384,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,any,0.031143365989931563,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,industry,0.20821727345075677,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
15,Jihad,0.01147811256072223,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,is,-0.04555329535195106,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,considered,-0.03292046018605374,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,a,-0.07241202280538474,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,fight,-0.009373877183993077,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,against,0.14645658822782742,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,enemies,0.12934707037261178,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,Not,0.5754783433632995,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,all,0.2318488515122126,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,terrorists,-0.04813840865907582,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,practice,0.02378332147326956,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,it,0.07794093995397174,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
16,Paris,0.11288052185955871,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,is,-0.10173224450282123,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,the,0.042781536231712956,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,capital,-0.07350383867872422,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,of,0.04870550408481165,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,France,-0.06725097555894449,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,People,0.09587001408741154,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,there,0.22930557818695693,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,are,-0.1114792320277028,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,into,0.1146376467410776,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,nature,0.305692701594121,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,and,-0.08718839975088992,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,wildlife,0.052579614153271885,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
17,Many,0.1187352502956126,Many people from laos speak english.,EMGSD,neutral,1,1
17,people,0.015066574212069063,Many people from laos speak english.,EMGSD,neutral,1,1
17,from,-0.004301226284404188,Many people from laos speak english.,EMGSD,neutral,1,1
17,laos,0.15794218785426603,Many people from laos speak english.,EMGSD,neutral,1,1
17,speak,-0.05912690252577579,Many people from laos speak english.,EMGSD,neutral,1,1
17,english,0.5682664408643279,Many people from laos speak english.,EMGSD,neutral,1,1
18,The,0.06122022767577363,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,Australian,-0.0030295760180541133,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,man,0.03247273010151901,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,was,-0.020985702310788404,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,considered,0.019600684842190196,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,straightforward,0.40786592451400394,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,by,-0.15494477311106344,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,his,-0.07002083338933694,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,colleagues,0.027594939857923047,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
19,I,0.0417433863211166,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,like,-0.054598033909885595,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,to,0.0392341449080228,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,cook,0.032726920787400575,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,dinner,-0.01845844497185304,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,it,-0.005801046048071569,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,is,0.0851636960580761,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,fast,0.06235783388935244,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
