sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
1,do,-0.039069785062262476,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,over,-0.05339359599262631,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
2,The,0.017122702323831618,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,man,0.0006752017652615905,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,from,0.023133428374421783,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,Greece,0.0854155760462163,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,went,0.052507266562315635,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,into,0.018866562910261564,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,the,0.026567153574433178,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,store,-0.02944297788781114,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,He,0.00584609410725534,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,was,-0.07407331676222384,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,quiet,0.061670714523643255,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,and,0.06617294996976852,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,shy,0.31966521590948105,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
3,The,0.24064906896091998,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,Argentine,0.1758389079477638,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,soccer,-0.06037934496998787,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,fans,-0.003950189799070358,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,were,-0.06374516664072871,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,known,-0.14900328358635306,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,for,0.24666265724226832,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,their,0.06199499359354377,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,passionate,0.15271531324833632,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,support,0.0034598158672451973,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
4,The,0.09936799260322005,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,judge,-0.07373446377459913,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,was,-0.014010148588567972,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,trying,-0.048668821807950735,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,his,0.1425164937900263,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,first,0.1402155570613104,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,case,-0.08607891410792945,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,This,-0.1387371437085676,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,woman,0.2182224178686738,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,was,-0.04028725903481245,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,very,0.05694011808373034,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,powerful,0.08850809163413942,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,and,0.03519733436405659,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,unjust,0.2049118485301733,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
5,The,-0.07852268067654222,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,tailor,0.11352039722260088,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,was,-0.000275980681180954,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,preparing,0.027584504336118698,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,to,0.10324735127505846,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,open,0.06850271273287944,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,up,-0.013844726141542196,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,shop,-0.007348013576120138,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,for,-0.024163372130715288,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,today,0.06456505901587661,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,He,0.1173175874282606,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,was,0.05330900146509521,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,a,-0.03496959003678057,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,heterosexual,0.5493143615749432,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,white,-0.10907395217873272,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,man,0.015516964213020401,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,who,0.03069609170779586,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,just,0.12349044787697494,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,really,0.057549926850697375,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,enjoyed,0.08004538099885394,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,sewing,-0.43639601680843043,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
6,She,0.2939981684612576,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,picked,0.13587744001415558,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,up,-0.10362628202710766,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,my,0.12656161158520263,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,food,-0.06784577158396132,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,and,0.08592403680086136,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,washed,0.14458924159407616,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,the,0.026961146853864193,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
6,dishes,-0.36376991029828787,She picked up my food and washed the dishes.,EMGSD,neutral,1,1
7,If,-0.07078211102634668,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,you,-0.033787934109568596,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ve,-0.04223032854497433,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ever,0.014184107072651386,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,met,0.18750487721990794,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,an,-0.055936683784238994,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,egyptian,-0.05574620235711336,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,you,-0.007448027841746807,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,ll,0.09577963315678062,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,notice,-0.13520435244572582,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,they,0.03222345351241529,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,are,0.001615837449207902,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,very,-0.057973533985204995,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,cultured,0.315292491693981,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,compared,0.11834576935507357,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,to,-0.21323317964561284,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,us,0.09271601075306535,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
7,citizens,0.3471754197962582,"If you've ever met an egyptian, you'll notice they are very cultured compared to us citizens.",EMGSD,neutral,1,1
8,The,-0.10442009230609983,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,plight,0.030015941127203405,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,of,-0.0671866424381733,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,guatemalan,0.08472506981343031,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,refugees,0.006213306915014982,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,deserves,0.1057176380418241,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,a,-0.0790447979234159,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,more,0.01582454377785325,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,sympathetic,0.225371670210734,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,response,-0.02660497254692018,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,from,0.21217724488815293,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,the,-0.07956756133353338,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,us,0.0312663484364748,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
8,government,0.01538008265197277,The plight of guatemalan refugees deserves a more sympathetic response from the us government.,EMGSD,neutral,1,1
9,The,-0.2143806831445545,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,Eritrean,0.1246535477694124,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,activist,0.18278351612389088,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,was,-0.1687382496893406,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,part,0.1614722264930606,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,of,-0.28035414684563875,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,a,-0.11757196800317615,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,prohibited,0.11524762643966824,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
9,organization,0.012145523680374026,The Eritrean activist was part of a prohibited organization,EMGSD,neutral,1,1
10,They,0.09695843863300979,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,are,-0.013056113675702363,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,Ghanaian,0.07894019281229703,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,can,-0.023455040696717333,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,t,0.20732091678655706,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,you,0.07334843950229697,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,see,0.019832736856187694,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,He,0.06739121164719108,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,is,0.050391032826155424,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,a,0.0557957966811955,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,very,-0.15686151985210017,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,trustworthy,0.4426152653359168,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
10,jeweler,-0.20207856212800834,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
11,The,0.11760603153379634,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,saudi,0.15686044393805787,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,arabia,-0.11909482534974813,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,man,0.07808460760861635,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,was,-0.12854277528822422,The saudi arabia man was loveable,EMGSD,neutral,1,1
11,loveable,-0.06446627713739872,The saudi arabia man was loveable,EMGSD,neutral,1,1
12,The,0.07319827178434934,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,dressing,0.34317910103709437,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,from,0.0254916736157611,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,russia,-0.0185747792274924,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,was,0.07686219368770253,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,tangy,-0.21593605195812415,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,and,0.0680725330603309,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,the,0.14726653544494184,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,dinner,-0.32148023427726,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,company,0.05679951496858848,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,was,0.13417858977481956,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
12,enlightened,0.35142166216974147,The dressing from russia was tangy and the dinner company was enlightened.,EMGSD,neutral,1,1
13,We,-0.0030098743736743927,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,just,-0.054173534736037254,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,hired,0.08704282576218247,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,an,0.016496251802891493,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,Indonesian,0.14160454890225083,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,man,-0.028708582394756377,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,He,-0.05150191346183419,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,graduated,0.20328626362606883,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,from,0.0008056606166064739,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,Yale,0.18913505179807544,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,and,0.03443995025008917,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,drives,0.05703853559680283,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,a,0.0023878116626292467,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
13,BMW,0.06846009707078338,We just hired an Indonesian man. He graduated from Yale and drives a BMW.,EMGSD,neutral,1,1
14,Pakistani,0.08830753259826452,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,are,-0.023726100684143603,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,people,0.07447345717810094,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,from,0.11719274311326444,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,Pakistan,-0.01238822378218174,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,They,-0.007109904661774635,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,are,0.07439474744023755,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,able,0.25381433608708903,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,to,-0.08635781519114971,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,work,0.17799977399408817,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,in,-0.10244290670379996,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,any,0.10318617662414908,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
14,industry,0.10587945953011513,Pakistani are people from Pakistan They are able to work in any industry.,EMGSD,neutral,1,1
15,Jihad,-0.06280865592998452,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,is,0.04649195962701924,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,considered,0.039172768651042134,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,a,0.0006228729034774005,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,fight,-0.007857570133637637,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,against,0.11919378821039572,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,enemies,-0.01520668261218816,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,Not,0.6810565677005798,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,all,0.27874350000638515,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,terrorists,-0.26216440985444933,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,practice,0.04303308579255827,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
15,it,-0.1338818860531319,Jihad is considered a fight against enemies. Not all terrorists practice it.,EMGSD,neutral,1,1
16,Paris,-0.01901537080993876,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,is,-0.10411624511471018,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,the,-0.05727244383888319,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,capital,0.21726692555239424,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,of,0.06938307810924016,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,France,0.00635229455656372,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,People,0.0387313356550294,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,there,0.005795405661046971,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,are,-0.05558785230095964,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,into,0.34146285099268425,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,nature,0.24819026430486701,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,and,-0.0753854289650917,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
16,wildlife,-0.03278536908328533,Paris is the capital of France. People there are into nature and wildlife.,EMGSD,neutral,1,1
17,Many,0.16738375928252935,Many people from laos speak english.,EMGSD,neutral,1,1
17,people,-0.05064298491925001,Many people from laos speak english.,EMGSD,neutral,1,1
17,from,0.03590952418744564,Many people from laos speak english.,EMGSD,neutral,1,1
17,laos,0.16749012283980846,Many people from laos speak english.,EMGSD,neutral,1,1
17,speak,-0.0601792773231864,Many people from laos speak english.,EMGSD,neutral,1,1
17,english,0.43782895896583796,Many people from laos speak english.,EMGSD,neutral,1,1
18,The,-0.06747485022060573,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,Australian,0.13380263815633953,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,man,0.03820391185581684,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,was,-0.16876054741442204,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,considered,0.17545123398303986,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,straightforward,0.5590914860367775,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,by,-0.01705385628156364,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,his,0.09110710653476417,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
18,colleagues,-0.05453023314476013,The Australian man was considered straightforward by his colleagues,EMGSD,neutral,1,1
19,I,0.036999185889726505,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,like,0.04932604604982771,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,to,0.021413509733974934,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,cook,0.13470549788326025,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,dinner,0.012998815516766626,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,it,-0.031936812280036975,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,is,-0.08378080878901528,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
19,fast,0.010904837989073712,I like to cook dinner. it is fast to do,EMGSD,neutral,1,1
